object_id	name	taxonomy
9231	MENSULAS	product_cat
9248	MENSULAS	product_cat
9245	MENSULAS	product_cat
9253	MENSULAS	product_cat
12141	MENSULAS	product_cat
16580	MENSULAS	product_cat
17599	MENSULAS	product_cat
18339	MENSULAS	product_cat
18340	MENSULAS	product_cat
18341	MENSULAS	product_cat
18342	MENSULAS	product_cat
18343	MENSULAS	product_cat
18344	MENSULAS	product_cat
18345	MENSULAS	product_cat
18348	MENSULAS	product_cat
7679	EXTRACTORES	product_cat
7688	EXTRACTORES	product_cat
7692	EXTRACTORES	product_cat
11039	EXTRACTORES	product_cat
14514	EXTRACTORES	product_cat
16529	EXTRACTORES	product_cat
7682	KUPA	product_brand
7689	Osborn	product_brand
7744	Osborn	product_brand
7887	Osborn	product_brand
7693	Vorel	product_brand
7727	TRUPER	product_brand
8359	TRUPER	product_brand
8385	TRUPER	product_brand
9340	TRUPER	product_brand
9342	TRUPER	product_brand
10188	TRUPER	product_brand
10190	TRUPER	product_brand
7736	NORTON	product_brand
7740	NORTON	product_brand
7806	NORTON	product_brand
7867	NORTON	product_brand
8630	NORTON	product_brand
13991	NORTON	product_brand
7742	DRONCO	product_brand
7887	DRONCO	product_brand
7776	SMARTER	product_brand
7779	SMARTER	product_brand
8634	SMARTER	product_brand
9879	SMARTER	product_brand
11624	SMARTER	product_brand
14930	SMARTER	product_brand
15380	SMARTER	product_brand
15377	SMARTER	product_brand
15925	SMARTER	product_brand
7790	DeWALT	product_brand
8441	DeWALT	product_brand
